Name,TwitterHandle,Date,TweetUrl,Text,Location,TimeZone,Language,VizPic,Latitude,Longitude
Ed,edmundneil,1/8/2018 2:15,https://t.co/Pg7VSfG3fJ,"Do you want to participate in the #MakeoverMonday weekly activity and join a great #DataVisualization community?
He? https://t.co/Pg7VSfG3fJ",Costa Rica,Central America,en,,10.2735633,-84.0739102
Ed,edmundneil,1/8/2018 2:08,https://t.co/nUzG6WMNe0,"Do you want to participate in the #MakeoverMonday weekly activity and join a great #DataVisualization community?
He? https://t.co/nUzG6WMNe0",Costa Rica,Central America,en,,10.2735633,-84.0739102
Brian Delehanty,brianjdelehanty,1/8/2018 1:10,https://t.co/M85A0793JS,"Yeah, but they have a good personality.... #MakeoverMonday #MMVizReview @VizWizBI @TriMyData @tableaupublic? https://t.co/M85A0793JS","Laguna Hills, CA",Mountain Time (US & Canada),en,,33.5948758,-117.6882067
Emily Chen,echenty,1/8/2018 0:59,https://t.co/B9972X6Dd4,"#MakeoverMonday #tableau Fun times with this one! Emojis everywhere!
https://t.co/B9972X6Dd4 https://t.co/XaTdjvEFrm","London, England",Unknown,en,http://pbs.twimg.com/media/DS-uh2bXkAAzg0u.jpg,51.5073219,-0.1276474
Brian,Letz00,1/8/2018 0:28,https://t.co/Xz5XwExUlS,Week 2 of #MakeoverMonday @mattsmithetc @YouGov @VizWizBI @TriMyData Money vs. Beauty.  Gender preferences for Nati? https://t.co/Xz5XwExUlS,Letzelter,Unknown,en,,49.816632,6.7524614
Jay Lewis,jaylewisstl,1/8/2018 0:09,https://t.co/DRlZCT72Ae,Been a little while since I did a #MakeoverMonday. This one's using @YouGov survey data around six characteristics? https://t.co/DRlZCT72Ae,"jacksonville, fl",Mountain Time (US & Canada),en,,30.3321838,-81.655651
John DeJesus,JohnnyData22,1/8/2018 0:03,https://t.co/PPDgdojgKk,#makeovermonday #2018w2 Viz. Trying to do something new this time. Thanks @VizWizBI for your tutorial on youtube.? https://t.co/PPDgdojgKk,"New York, USA",Unknown,en,,40.7306458,-73.9866136
Aparna,AparnaNelapati,1/7/2018 23:57,https://t.co/2ZsF0mx8YU,"#MakeoverMonday  week 2 -2018 @TriMyData ,@VizWizBI ,@mattsmithetc,@YouGov 
what Personality characteristics are mo? https://t.co/2ZsF0mx8YU",Unknown,Unknown,en,,,
Kim Unger,WizardOfViz,1/7/2018 23:45,https://t.co/thM1UfoKCG,"It's all about the personality, not the Benjamins when it comes to finding a partner. #MakeoverMonday @VizWizBI? https://t.co/thM1UfoKCG","Florida, USA",Unknown,en,,27.7567667,-81.4639835
Sergey Yasinov,SergeyYas,1/7/2018 23:33,https://t.co/V86SqDxjoO,"#makeovermonday Week 2 @VizWizBI @TriMyData 
https://t.co/V86SqDxjoO https://t.co/F8eYDAERJ3",Israel,Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DS-avf0XcAAImPQ.jpg,30.8760272,35.0015196
db,dbushnell1,1/7/2018 23:13,https://t.co/z2YJLJ0aRj,"Laughter and Love #makeovermonday week #2 @TriMyData @VizWizBI @datadotworld 

See full viz here:? https://t.co/z2YJLJ0aRj",Unknown,Quito,en,,,
David O Cinneide,dav1b,1/7/2018 22:43,NoLink,"Hot Dumb and Rich, what men and women want from a partner #MakeoverMonday week 2 2018 @VizWizBI @TriMyData https://t.co/RaFC5gBV1G",Singapore,Unknown,en,http://pbs.twimg.com/media/DS-PdveXcAAd-Nm.jpg,1.2904753,103.8520359
Pamela Germain,PamelaGFT9,1/7/2018 22:30,NoLink,"#MakeoverMonday @VizWizBI @TriMyData MM2018Wk2 I went for simple, might be too simple. https://t.co/Xem1diWboj","Chicago, IL",America/Chicago,en,http://pbs.twimg.com/media/DS-MTqMX0AEHe6A.jpg,41.8755546,-87.6244212
Kizley Benedict,kizley,1/7/2018 22:26,https://t.co/giLFKHfsxz,Personality vs Looks #MakeoverMonday| https://t.co/giLFKHfsxz https://t.co/XofvWZQVBT,"New Delhi, India",Chennai,en,http://pbs.twimg.com/media/DS-LD2nU8AAsFNT.jpg,28.6141793,77.2022662
András Szesztai,AndSzesztai,1/7/2018 21:18,https://t.co/lMuYXAxj4G,"#FirstLikertScale I was waiting for a dataset like that so much, thank you for it #MakeoverMonday &amp; #YouGov
So, whi? https://t.co/lMuYXAxj4G",Unknown,Paris,en,,,
Ann Jackson,AnnUJackson,1/7/2018 21:16,https://t.co/itxPXkRpHn,#MakeoverMonday Week 2 | The Shape of Attraction | @TriMyData @VizWizBI | data courtesy of @YouGov @mattsmithetc |? https://t.co/itxPXkRpHn,"Phoenix, AZ",Unknown,en,,33.4485866,-112.0773456
Lee,leecarter,1/7/2018 21:09,https://t.co/fta1nCTsuk,'Looks count for Vietnamese men' (or where are men the most shallow) #MakeoverMonday  https://t.co/fta1nCTsuk? https://t.co/fvTYxS7bKp,"Manchester, England",London,en,,53.4791301,-2.2441009
Lindsay Betzendahl,ZenDollData,1/7/2018 21:03,https://t.co/7iWjNmjWM1,#makeovermonday Week 2 - Desired characteristics in a romantic partner. I struggled with how to visualize this data? https://t.co/7iWjNmjWM1,CT,Eastern Time (US & Canada),en,,41.6500201,-72.7342163
tmtmtmtmtmtmtmtm,tiantianmimi,1/7/2018 20:54,https://t.co/4bT3wbNUxW,"2018 week1 #MakeoverMonday @TriMyData @VizWizBI @tableaupublic 
https://t.co/4bT3wbNUxW https://t.co/DN8cEwQimZ",USA,Eastern Time (US & Canada),en,http://pbs.twimg.com/media/DS92dSwXUAMTIMK.jpg,39.7837304,-100.4458825
Steven Watson,watsonstevenc,1/7/2018 20:53,https://t.co/KxqUH5dGmz,"Where should you go to find a date? Check out my #MakeoverMonday Match Maker to see!
https://t.co/KxqUH5dGmz https://t.co/7V6ahSaP8A","Fort Worth, TX",Unknown,en,http://pbs.twimg.com/media/DS92S3mVwAAUXhB.jpg,32.753177,-97.3327459
Charlie Hutcheson,CharlieHTableau,1/7/2018 20:49,https://t.co/Pmjun0IQAb,Another tough #MakeoverMonday for me. Hat tip to #WorkoutWednesday https://t.co/Pmjun0IQAb https://t.co/E8HFfZkuRF,"Salisbury, England",Unknown,en,http://pbs.twimg.com/media/DS91GT6WsAAIqkF.jpg,51.0736612,-1.7951176
Natasha K,data_hungry,1/7/2018 20:48,https://t.co/cWmd0zCSqH,@AMTripathi3 @VizWizBI @jonni_walker @echenty @rajvivan @databrit @louisarcher You can also try participating in? https://t.co/cWmd0zCSqH,Unknown,Unknown,en,,,
Zak Geis,zaksviz,1/7/2018 20:29,https://t.co/SuBxne42IR,"Week 2 of #MakeoverMonday.  What are the most important characteristics to women and men?
https://t.co/SuBxne42IR? https://t.co/mqnHBdlIqk",Unknown,Pacific Time (US & Canada),en,,,
Charis Klimas,CharisKlimas,1/7/2018 20:13,https://t.co/xHCvjN7wbx,Flaunt Your Personality: it's likely what your future romantic partner thinks is your most important characteristic? https://t.co/xHCvjN7wbx,Unknown,Pacific Time (US & Canada),en,,,
Chantal Melser,Mongoosita,1/7/2018 19:57,https://t.co/gozi2MVh5p,"Second try with Tableau. How do I get at x-axis the ranks 1-6? It shows only the 2, 4 and 6 now. #MakeoverMonday? https://t.co/gozi2MVh5p","Nederland, Utrecht.",Amsterdam,en,,52.08095165,5.127680315
Christine Bianchi,cmbianchi_,1/7/2018 19:16,https://t.co/YTbqtBrK3J,#MakeoverMonday Week 2 #Tableau @VizWizBI @TriMyData https://t.co/YTbqtBrK3J https://t.co/CtAgyfiP8b,Unknown,Unknown,en,http://pbs.twimg.com/media/DS9ecLSWkAEG1KS.jpg,,
Sagar Manhas,iamsagarmanhas,1/7/2018 19:09,https://t.co/HmaUyTvtAA,"Week 2 Visualization for #Makeovermonday !
Tableau Public : https://t.co/HmaUyTvtAA
@mattsmithetc @YouGov? https://t.co/yJKMbqAQXx",india,Chennai,en,,22.3511148,78.6677428
Harry Cooney,HCooneyData,1/7/2018 18:49,https://t.co/X2q06K09te,"#MakeoverMonday Week 2 #Tableau @VizWizBI @TriMyData  @mattsmithetc @YouGov
https://t.co/X2q06K09te https://t.co/HyKJOgRdz6",Unknown,Unknown,en,http://pbs.twimg.com/media/DS9Zx1gWAAIzW5j.jpg,,
Philip Riggs,PhilipDRiggs,1/7/2018 18:31,https://t.co/uc3221S0Op,"My #MakeoverMonday week 02 ended up looking a lot like @TriMyData , but submitting anyway. @VizWizBI #Tableau? https://t.co/uc3221S0Op","Fort Collins, Colorado",Mountain Time (US & Canada),en,,40.5508527,-105.0668085
Ali Motion,alimotion,1/7/2018 18:15,https://t.co/76vIAls6Gc,#makeovermonday 2018 - Week: What characteristics are important to British women and men a.k.a. Looks vs. Personali? https://t.co/76vIAls6Gc,Unknown,Unknown,en,,,
Rahadiyan Dewangga,rahadiyan,1/7/2018 17:33,https://t.co/JZyumyc0l2,So excited to finally be able to join #MakeoverMonday and I'd like to keep it simple for my first submission.? https://t.co/JZyumyc0l2,Unknown,Pacific Time (US & Canada),en,,,
ChromolumeSeven,ChromolumeSeven,1/7/2018 16:47,https://t.co/a48dsbekPG,"My first Makeover Monday submission week 1...better late than never!! 

Using data on meat and poultry consumption? https://t.co/a48dsbekPG","Silver Spring, MD",Unknown,en,,38.9959081,-77.0288918
alex,ealexdixon,1/7/2018 15:57,https://t.co/3JeXXjjWGf,"My first deep-dive into #GoogleDataStudio for #MakeoverMonday Week 2!

 Important Characteristics in Romantic Partn? https://t.co/3JeXXjjWGf","lexington, ky",Eastern Time (US & Canada),en,,38.0464066,-84.4970393
Jamie Witter,jamiewitter,1/7/2018 15:45,https://t.co/3plfmUCh0t,"#makeovermonday Across the globe, when looking for a partner, personality is rated as more important than looks. Wh? https://t.co/3plfmUCh0t","Atlanta, GA",Eastern Time (US & Canada),en,,33.7490987,-84.3901849
Rodrigo Calloni,tableauing,1/7/2018 15:13,https://t.co/n1QYYa9JZ4,"another legacy #makeovermonday year 1 week 5

The rise of ONLINE BOOKING and fall of TRAVEL AGENTS in the US

Link:? https://t.co/n1QYYa9JZ4","Washington, DC",Unknown,en,,38.8949549,-77.0366456
shivaraj,shivrajc,1/7/2018 15:10,https://t.co/XX2nvfPJK4,"What characteristics people look for in a partner
https://t.co/XX2nvfPJK4 
 #makeovermonday https://t.co/rNpTE9MvcW","India, Bangalore",New Delhi,en,http://pbs.twimg.com/media/DS8nxf5V4AETiYt.jpg,12.9791198,77.5912997
LM-7,LunarModule7,1/7/2018 13:55,https://t.co/B35EMPQZ6O,#MakeoverMonday Week 2: ??? ?????? ?????????? ????? ???????'? ??????????????? https://t.co/B35EMPQZ6O #MMVizPreview? https://t.co/Wb0246tp09,Unknown,Tokyo,ja,,,
DataVizAbby,Abbylovesdata,1/7/2018 11:54,https://t.co/QWBtqLWsTW,Just published my first #MakeoverMonday. The plan is to complete all through the year. https://t.co/QWBtqLWsTW? https://t.co/OpwJF6dMtX,"Lagos, Nigeria",Amsterdam,en,,6.4550575,3.3941795
Sarah Burnett,sezbee,1/7/2018 8:03,https://t.co/8lBxlkwyXb,"Finally managed to watch the #makeovermonday webinar &amp; made some adjustments made on the discussion, including a re? https://t.co/8lBxlkwyXb",Singapore,Wellington,en,,1.2904753,103.8520359
sadaquat...,sadaquatkhan,1/7/2018 7:12,https://t.co/dHltIXc3nR,U.S. LiveStock Consumption Tableau #makeovermonday. https://t.co/dHltIXc3nR via @tableaupublic,Unknown,New Delhi,en,,,
Darshana Benhur,darshben,1/7/2018 4:00,https://t.co/ccAnT3IZA3,Tableau #makeovermonday Chicken over Beef? America says so https://t.co/ccAnT3IZA3 https://t.co/LaOGhWlZ2A,"Kansas City, MO",Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DS6OJF4VAAIjKlJ.jpg,38.73285,-94.534816
"??ragyansmita ?ayak, PhD ???????",SorishaPragyan,1/6/2018 23:29,https://t.co/l4kCsoUbCc,1st weekend of 2018 to get going on the resolution of the year - be a regular (even if late)  in completing? https://t.co/l4kCsoUbCc,"Washington, DC ",Eastern Time (US & Canada),en,,38.8949549,-77.0366456
Mags K,MagsMagsK,1/6/2018 23:09,https://t.co/pRArTWQCOC,Participated in my first #MakeoverMonday. I love this exercise bc I only have experience building business dashboar? https://t.co/pRArTWQCOC,"Vancouver, British Columbia",Unknown,en,,49.2608724,-123.1139529
Justin Davis,davisdataviz,1/6/2018 22:52,https://t.co/VIC62j81Rn,Meat America. My #SWDchallenge adn #MakeoverMonday entry to start off 2018. https://t.co/VIC62j81Rn https://t.co/joZOCTQogZ,"Greenville, SC",Pacific Time (US & Canada),en,http://pbs.twimg.com/media/DS5H9f0U8AAh273.jpg,34.851354,-82.3984882
Bart Pop?da,BartPopeda,1/6/2018 21:54,https://t.co/dNa9bTFQZ8,"#makeovermonday 
Makeover Monday '18 #1 https://t.co/dNa9bTFQZ8 przez @tableaupublic",Unknown,Unknown,en,,,
Mauricio Pinilla,MauricioData,1/6/2018 19:41,https://t.co/YPqihCeY7X,"Decided I hated my first #MakeoverMonday viz, drew some inspiration from other vizzes, and reworked. Much happier t? https://t.co/YPqihCeY7X","New York, USA",Unknown,en,,40.7306458,-73.9866136
Marta,m4rt4_gl,1/6/2018 16:41,https://t.co/09hEk4frH7,My two cents for the week 1 challenge @VizWizBI @TriMyData #MakeoverMonday #TableauPublic @(https://t.co/09hEk4frH7) https://t.co/Ghaprdjk1t,Spain,Paris,en,http://pbs.twimg.com/media/DS3ygU5WAAAuXym.jpg,40.0028028,-4.003104
Mahfooj Khan,mahfooj01,1/6/2018 12:18,https://t.co/aFVq72Sy0S,"Surprised to see I created 52 Vizs in 2017. 50% vizs from #workoutWednesday and rest from #MakeoverMonday,? https://t.co/aFVq72Sy0S","Kolkata, India",Unknown,en,,22.5677459,88.3476023
Mahfooj Khan,mahfooj01,1/6/2018 8:35,https://t.co/JsjEKfLu0b,My #SWDchallenge contribution from #MakeoverMonday archives for this month's inaugural by @storywithdata! Gold vs.? https://t.co/JsjEKfLu0b,"Kolkata, India",Unknown,en,,22.5677459,88.3476023
Philip Riggs,PhilipDRiggs,1/6/2018 2:52,https://t.co/t4nIeg1vYD,"Based on #MakeoverMonday feedback @VizWizBI &amp; @TriMyData provided this week, I redid my submission for chicken cons? https://t.co/t4nIeg1vYD","Fort Collins, Colorado",Mountain Time (US & Canada),en,,40.5508527,-105.0668085
Yash Agrawal,yashagrawal157,1/6/2018 2:09,https://t.co/Skfnjk1BU7,"My first #viz of 2018! U.S. poultry and Livestock consumption #MakeoverMonday #Tableau @EmmaWhyte @VizWizBI

For in? https://t.co/Skfnjk1BU7",Unknown,Pacific Time (US & Canada),en,,,
Pooja Gandhi,DrexelPooja,1/6/2018 0:42,https://t.co/mxtNhy1uzQ,A personal favorite of mine from my #MakeoverMonday archives for this month's inaugural #SWDchallenge by? https://t.co/mxtNhy1uzQ,"Philadelphia, PA",Eastern Time (US & Canada),en,,39.9523993,-75.1635899
Suraj Shah,surajshah212,1/5/2018 23:59,https://t.co/1VqPgGv1nI,"#MakeoverMonday 2018 Week 01: Consumption of Poultry and Red Meat

@TriMyData @VizWizBI 
https://t.co/1VqPgGv1nI https://t.co/dfebFMKsN2","Phoenix, AZ",Arizona,en,http://pbs.twimg.com/media/DS0NkcsVoAATl6L.jpg,33.4485866,-112.0773456
Justin Burgard,GentlemanTheo,1/5/2018 21:54,NoLink,First attempt at #MakeoverMonday. Red vs. White Meat: https://t.co/A4kw1QO1rn,"Steubenville, OH",Mountain Time (US & Canada),en,http://pbs.twimg.com/media/DSzxGhNVQAApo_G.jpg,40.3697905,-80.6339638
Rosario Gauna,rosariogaunag,1/5/2018 21:49,https://t.co/o0eIU9uEsX,Week 01 ? U.S. Per Capita Consumption of Poultry vs Red Meat | #MakeoverMonday #Tableau @TriMyData @VizWizBI? https://t.co/o0eIU9uEsX,"Nuevo León, México",Pacific Time (US & Canada),en,,26.2384363,-99.8873
Rosario Gauna,rosariogaunag,1/5/2018 21:46,https://t.co/2FErOZn2Qd,Very late! ? Week 21 of 2017 - Are Britons booze|#MakeoverMonday  #Tableau @TriMyData @VizWizBI? https://t.co/2FErOZn2Qd,"Nuevo León, México",Pacific Time (US & Canada),en,,26.2384363,-99.8873
Rosario Gauna,rosariogaunag,1/5/2018 21:45,https://t.co/iolR5lmwAt,Very late! - Week 18 of 2017 ? Sydney Ferry Patronage|#MakeoverMonday #Tableau @TriMyData @VizWizBI? https://t.co/iolR5lmwAt,"Nuevo León, México",Pacific Time (US & Canada),en,,26.2384363,-99.8873
Michael Pawlus,michaelpawlus,1/5/2018 21:35,https://t.co/olalzeDy5i,This looks like a fun project. Take some visualization and rework it to tell a different story. #MakeoverMonday https://t.co/olalzeDy5i,"Los Angeles, CA",Central Time (US & Canada),en,,34.054935,-118.244476
Hari,Harish5Bala,1/5/2018 21:00,https://t.co/SFnHMTM7QS,"#MakeoverMonday #Tableau #MMVizReview Week 1
https://t.co/SFnHMTM7QS https://t.co/ijQlNZylLU","Chicago, IL",Unknown,en,http://pbs.twimg.com/media/DSzkmyOWkAAhStI.jpg,41.8755546,-87.6244212
Sowbhagya,csowbhagya,1/5/2018 20:49,https://t.co/edRfdZ1oju,https://t.co/edRfdZ1oju #MakeoverMonday #WK1 #2018 @VizWizBI @TriMyData  #mobileLayout my first #MOM https://t.co/pVbJuXLy5L,"San Francisco, CA",Unknown,en,http://pbs.twimg.com/media/DSziNU4U0AAJe4q.jpg,46.8443248,-71.2743272
S P Vishnu Sekhar,JackonJourney,1/5/2018 19:11,https://t.co/UtLmY6QlLm,"The first one for 2018 :) 
#MakeoverMonday: Chicken More Popular Than Red Meat In U.S.@tableaupublic @VizWizBI? https://t.co/UtLmY6QlLm","New Jersey, USA",Unknown,en,,40.0757384,-74.4041622
Kirstin,kirstinlyon,1/5/2018 18:39,https://t.co/8uZSA9y5N8,Join us for the next Copenhagen Tableau User Group on the 1st feb.  This time it's #MakeoverMonday with @TriMyData? https://t.co/8uZSA9y5N8,"København, Danmark",Unknown,en,,55.6867243,12.5700724
Paul T McHale,RelatableData,1/5/2018 16:45,https://t.co/zMDUj217FN,"It's slow going in the air on the east coast. Maybe not the best day to head north ????
Making the best of the dela? https://t.co/zMDUj217FN","Raleigh, NC",Pacific Time (US & Canada),en,,35.7803977,-78.6390989
Shannon Dussoye ?,shannondussoye,1/5/2018 15:28,https://t.co/QSzln6arjt,"A bit late but wasn't satisfied with the first one submission, here is version 2
#MakeoverMonday #wk1 #tableau? https://t.co/QSzln6arjt","Sydney, New South Wales",Unknown,en,,-33.8548157,151.2164539
Mehsam Raza Hemani,LucidDataArtist,1/5/2018 14:39,https://t.co/EnJW2oGJVh,"Week 1: US NON-VEG PER CAPITA CONSUMPTION PATTERN FROM 1960 - 2018
@VizWizBI  @TriMyData
#makeovermonday? https://t.co/EnJW2oGJVh",Karachi,Karachi,en,,25.147872,67.18219317
Paul Morgan,p__morgan,1/5/2018 14:25,https://t.co/TITMMT9Pya,Thanks @VizWizBI and @TriMyData for the #MakeoverMonday feedback - much appreciated. For those who would like to kn? https://t.co/TITMMT9Pya,"NC, USA",Eastern Time (US & Canada),en,,35.6729639,-79.0392919
Neil Richards,theneilrichards,1/5/2018 13:34,https://t.co/r23O83j0Ct,@VizWizBI @tableauing @sarahlovesdata @TriMyData Not at all! I learn from everyone else's contributions and your re? https://t.co/r23O83j0Ct,"Derbyshire, UK",London,en,,53.1185033,-1.556617931
Daniel Ling,DanielLing13,1/5/2018 12:44,https://t.co/cBDS6tFody,Is 5.8 Billion chickens too many? #MakeoverMonday @VizWizBI @TriMyData @tableaupublic My version of US consumption? https://t.co/cBDS6tFody,"Killarney, Ireland",Unknown,en,,52.0595746,-9.505322
Steve Wood,bitfernsteve,1/5/2018 11:30,https://t.co/VfPG243yY1,"2018 #MakeoverMonday week 1: US poultry consumption since 1965. Clucking good fun talking turkey in #Tableau, and I? https://t.co/VfPG243yY1","Dunedin, NZ",Unknown,en,,-45.8739282,170.503488
Wale Ilori,datawailor,1/5/2018 7:20,https://t.co/QyI0id6KB3,"40 yrs of Poultry/Livestock Consumption from 1965. https://t.co/QyI0id6KB3. Happy New Year everyone!!
  @TriMyData? https://t.co/tjk5ZVWcFq","Vinings, GA",Unknown,en,,33.8648262,-84.4643744
Rodrigo Calloni,tableauing,1/5/2018 6:04,https://t.co/RzOvAS0iAG,"#makeovermonday year 1 week 4

NO SAVINGS FOR US!

Link &gt; https://t.co/RzOvAS0iAG https://t.co/eSHqMsRWFP","Washington, DC",Unknown,en,http://pbs.twimg.com/media/DSwXqFDWkAAB21E.jpg,38.8949549,-77.0366456
Alexander Mou,aleksoft,1/5/2018 5:57,https://t.co/A5Nxbo5kPH,US Meat Consumption Trend #MakeoverMonday 2018w1 #MMDataCamp https://t.co/A5Nxbo5kPH https://t.co/jopjxj8h4v,"California, USA",Beijing,en,http://pbs.twimg.com/media/DSwViY6U0AAqLQm.jpg,36.7014631,-118.7559974
Guillermo,mendezkestler,1/5/2018 4:47,https://t.co/acxjJ1jPAj,It's a bit late but #MakeoverMonday 2018 week 1. My goal for the year is to get more participation in these. Wanted? https://t.co/acxjJ1jPAj,"Oklahoma City, OK",Unknown,en,,35.4729886,-97.5170536
Frederic Fery,_mydata,1/5/2018 4:37,https://t.co/XlDcbzX18G,"Thanks to #makeovermonday community I got inspired by @flerlagekr work on Tableau geometric art

I decided to have? https://t.co/XlDcbzX18G",Brisbane Australia,Brisbane,en,,-27.4689682,153.0234991
